rollout/ep_rew_mean,rollout/exploration_rate,time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,time/episodes,train/learning_rate,train/n_updates,train/loss
22.574056630000005,0.05,223866,51.65,171,1302,4939,0.0001,55941,2.7501957416534424
22.49154863,0.05,223899,51.61,171,1302,4940,0.0001,55949,0.37348634004592896
22.678709390000005,0.05,223951,51.28,171,1302,4941,0.0001,55962,0.3593612015247345
22.20850705000001,0.05,223987,51.03,171,1303,4942,0.0001,55971,0.5908216834068298
22.553879540000008,0.05,224072,51.45,171,1303,4943,0.0001,55992,0.32602745294570923
22.154456890000002,0.05,224102,51.2,171,1303,4944,0.0001,56000,0.2556111812591553
22.18802206,0.05,224142,51.21,171,1303,4945,0.0001,56010,0.4971250593662262
22.04369634,0.05,224190,51.13,171,1304,4946,0.0001,56022,0.5762612819671631
21.16509442,0.05,224227,50.65,171,1304,4947,0.0001,56031,0.6474217176437378
21.442660500000002,0.05,224312,51.17,171,1304,4948,0.0001,56052,5.279505252838135
20.72868997,0.05,224397,51.17,171,1305,4949,0.0001,56074,0.7375425696372986
20.436104149999995,0.05,224435,51.0,171,1305,4950,0.0001,56083,3.661543369293213
20.42509763,0.05,224509,51.14,171,1305,4951,0.0001,56102,0.5003105998039246
20.53124543,0.05,224594,51.42,171,1306,4952,0.0001,56123,3.5954947471618652
20.48415186,0.05,224649,51.42,171,1306,4953,0.0001,56137,0.414928138256073
19.98844943,0.05,224734,51.42,171,1306,4954,0.0001,56158,0.3672463893890381
20.678154999999997,0.05,224809,51.83,171,1307,4955,0.0001,56177,0.539380669593811
20.562070069999994,0.05,224843,51.77,171,1307,4956,0.0001,56185,3.703915596008301
20.466133969999998,0.05,224904,51.74,172,1307,4957,0.0001,56200,6.3217082023620605
19.98693356,0.05,224941,51.43,172,1307,4958,0.0001,56210,3.6251680850982666
20.075105029999996,0.05,224979,50.96,172,1308,4959,0.0001,56219,3.477200984954834
19.925667309999998,0.05,225064,51.42,172,1308,4960,0.0001,56240,0.7512551546096802
20.014475229999995,0.05,225149,51.77,172,1308,4961,0.0001,56262,0.7127646207809448
19.426205319999998,0.05,225234,51.91,172,1309,4962,0.0001,56283,0.6525990962982178
19.935877270000002,0.05,225297,52.21,172,1309,4963,0.0001,56299,0.2545747458934784
19.98470806,0.05,225335,52.24,172,1309,4964,0.0001,56308,6.602686405181885
19.59244527,0.05,225369,52.05,172,1309,4965,0.0001,56317,0.29602766036987305
